iter	Passed	Remaining
1661	91928	18695
1662	91987	18640
1663	92048	18586
1664	92097	18530
1665	92154	18475
1666	92278	18433
1667	92329	18377
1668	92379	18320
1669	92432	18265
1670	92483	18208
1671	92537	18153
1672	92596	18098
1673	92655	18044
1674	92715	17989
1675	92759	17932
1676	92816	17876
1677	92868	17820
1678	92930	17766
1679	92979	17710
1680	93030	17654
1681	93081	17598
1682	93140	17543
1683	93189	17486
1684	93246	17431
1685	93361	17387
1686	93412	17331
1687	93468	17276
1688	93529	17221
1689	93578	17165
1690	93628	17108
1691	93683	17053
1692	93731	16996
1693	93785	16941
1694	93836	16885
1695	93889	16829
1696	93944	16773
1697	94006	16719
1698	94054	16662
1699	94104	16606
1700	94164	16552
1701	94212	16495
1702	94271	16440
1703	94346	16388
1704	94419	16336
1705	94471	16280
1706	94529	16225
1707	94579	16169
1708	94637	16114
1709	94697	16059
1710	94745	16003
1711	94803	15948
1712	94859	15893
1713	94909	15836
1714	94962	15781
1715	95025	15726
1716	95076	15670
1717	95132	15615
1718	95181	15559
1719	95240	15504
1720	95300	15449
1721	95348	15393
1722	95474	15349
1723	95552	15297
1724	95607	15241
1725	95659	15185
1726	95713	15130
1727	95770	15074
1728	95821	15018
1729	95879	14963
1730	95936	14908
1731	95990	14853
1732	96047	14797
1733	96102	14742
1734	96157	14686
1735	96209	14630
1736	96268	14576
1737	96319	14519
1738	96370	14463
1739	96432	14409
1740	96521	14359
1741	96573	14303
1742	96629	14247
1743	96688	14192
1744	96738	14136
1745	96796	14081
1746	96847	14025
1747	96896	13969
1748	96956	13914
1749	97004	13857
1750	97056	13801
1751	97113	13746
1752	97161	13690
1753	97221	13635
1754	97270	13579
1755	97320	13522
1756	97380	13468
1757	97441	13413
1758	97514	13360
1759	97581	13306
1760	97681	13257
1761	97734	13201
1762	97778	13144
1763	97827	13088
1764	97878	13031
1765	97929	12975
1766	97981	12920
1767	98034	12864
1768	98087	12808
1769	98144	12753
1770	98201	12698
1771	98263	12643
1772	98309	12586
1773	98362	12530
1774	98419	12475
1775	98480	12420
1776	98529	12364
1777	98633	12315
1778	98692	12260
1779	98745	12204
1780	98801	12149
1781	98855	12093
1782	98915	12038
1783	98976	11983
1784	99024	11927
1785	99081	11871
1786	99130	11815
1787	99186	11760
1788	99234	11703
1789	99292	11648
1790	99342	11592
1791	99392	11536
1792	99446	11481
1793	99501	11425
1794	99551	11369
1795	99618	11315
1796	99688	11261
1797	99741	11205
1798	99797	11150
1799	99855	11095
1800	99916	11040
1801	99964	10983
1802	100022	10928
1803	100083	10873
1804	100136	10818
1805	100186	10762
1806	100238	10706
1807	100296	10650
1808	100342	10594
1809	100400	10539
1810	100462	10484
1811	100510	10428
1812	100571	10373
1813	100620	10317
1814	100754	10269
1815	100805	10213
1816	100851	10157
1817	100904	10101
1818	100966	10046
1819	101012	9990
1820	101070	9935
1821	101132	9880
1822	101186	9824
1823	101235	9768
1824	101283	9712
1825	101333	9656
1826	101393	9601
1827	101441	9544
1828	101497	9489
1829	101558	9434
1830	101605	9378
1831	101663	9322
1832	101725	9267
1833	101793	9213
1834	101839	9157
1835	101888	9101
1836	101938	9045
1837	101995	8989
1838	102042	8933
1839	102098	8878
1840	102159	8823
1841	102212	8767
1842	102253	8710
1843	102304	8654
1844	102363	8599
1845	102412	8543
1846	102464	8487
1847	102522	8432
1848	102571	8376
1849	102630	8321
1850	102677	8265
1851	102736	8210
1852	102854	8159
1853	102905	8103
1854	102961	8048
1855	103022	7993
1856	103071	7937
1857	103129	7881
1858	103189	7826
1859	103238	7770
1860	103303	7715
1861	103356	7660
1862	103412	7604
1863	103463	7548
1864	103514	7493
1865	103570	7437
1866	103618	7381
1867	103677	7326
1868	103726	7270
1869	103782	7214
1870	103869	7161
1871	103939	7106
1872	103988	7050
1873	104045	6995
1874	104099	6939
1875	104146	6883
1876	104200	6828
1877	104260	6773
1878	104307	6717
1879	104367	6661
1880	104426	6606
1881	104475	6550
1882	104531	6495
1883	104591	6439
1884	104638	6383
1885	104688	6327
1886	104748	6272
1887	104797	6216
1888	104848	6161
1889	104911	6105
1890	105035	6054
1891	105109	5999
1892	105161	5944
1893	105215	5888
1894	105266	5832
1895	105319	5777
1896	105378	5721
1897	105439	5666
1898	105493	5610
1899	105542	5554
1900	105603	5499
1901	105663	5444
1902	105708	5388
1903	105762	5332
1904	105811	5276
1905	105871	5221
1906	105924	5165
1907	105973	5109
1908	106060	5055
1909	106109	4999
1910	106160	4944
1911	106216	4888
1912	106277	4833
1913	106326	4777
1914	106382	4721
1915	106434	4666
1916	106487	4610
1917	106539	4554
1918	106597	4499
1919	106644	4443
1920	106695	4387
1921	106753	4332
1922	106800	4276
1923	106860	4221
1924	106909	4165
1925	106966	4109
1926	107027	4054
1927	107121	4000
1928	107170	3944
1929	107228	3889
1930	107279	3833
1931	107331	3777
1932	107389	3722
1933	107447	3666
1934	107498	3611
1935	107561	3555
1936	107605	3499
1937	107661	3444
1938	107717	3388
1939	107769	3333
1940	107829	3277
1941	107892	3222
1942	107940	3166
1943	107994	3110
1944	108055	3055
1945	108160	3001
1946	108209	2945
1947	108260	2889
1948	108320	2834
1949	108376	2778
1950	108437	2723
1951	108485	2667
1952	108544	2612
1953	108597	2556
1954	108654	2500
1955	108704	2445
1956	108763	2389
1957	108823	2334
1958	108872	2278
1959	108935	2223
1960	108985	2167
1961	109041	2111
1962	109103	2056
1963	109233	2002
1964	109289	1946
1965	109339	1890
1966	109393	1835
1967	109454	1779
1968	109504	1724
1969	109561	1668
1970	109621	1612
1971	109674	1557
1972	109724	1501
1973	109780	1445
1974	109841	1390
1975	109889	1334
1976	109951	1279
1977	109999	1223
1978	110055	1167
1979	110115	1112
1980	110165	1056
1981	110255	1001
1982	110306	945
1983	110362	890
1984	110423	834
1985	110471	778
1986	110531	723
1987	110578	667
1988	110638	611
1989	110695	556
1990	110748	500
1991	110806	445
1992	110869	389
1993	110916	333
1994	110970	278
1995	111030	222
1996	111079	166
1997	111130	111
1998	111187	55
1999	111252	0
